pid,desc,capperc,cap
4415,"This lovely 3 level, 2 bed, 2.5 bath home has granite counters and stainless steel appliances in the kitchen and great space and tons of light throughout! Upstairs both bedrooms have good closet space, and the master has a built-in vanity! Walk-out basement has rec room space, a full bath, laundry, storage and a fenced backyard with a storage shed. Close to schools, I95, shopping and Ft. Belvoir! Contact Century 21 Accent Homes, Thomas Sklopan, Jr at 703-945-7002.",0.0,0.0
4416,,,
4417,,,
4418,,,
4419,,,
4420,,,
4421,"The Point at Park Station radiates warmth, comfort, and ease from the moment you approach the lush, gorgeous surroundings. The legendary look of traditional style and the elegant feel of clean architectural lines compose the best residential community in Manassas Park, Virginia. We are a pet friendly community that is located minutes from Route 28, near the VRE and in close proximity to Dulles Airport and Lockheed Martin. Situated in one of the country's most desirable places to live and work, this stunning apartment community reveals comfort and style with built in bookcases and gas fireplaces. You can unwind while soaking in your very own over-sized tub. Come visit us today and find out why Park Station is everything you desire in a home. Please call for an appointment today.",0.01,1.0
4422,"Palisades at Manassas Park offers one and two bedroom apartment homes in a beautiful setting that combines the comforts of home with superior resident services, luxurious apartment features and outstanding community amenities. Walking distance from Virginia Railroad Express station makes getting to and from DC a breeze.",0.02,1.0
4423,"The Residences at City Center is a vibrant community that is continuously in motion for play, shopping, dining and of course living. Beautiful landscape surrounds the sleek lines of our mid-rise buildings giving the community a classic warmth with a modern twist. Choose from our spacious one and two bedroom floor plans, designed to complement your lifestyle. Relax in the Resident Lounge or enjoy a workout in our state of the art fitness center. The Residences at City Center is located in one of Manassas Park's most desired locations; steps away from the Virginia Railway Express station, minutes from Route 28 and Interstate 66.",0.0,0.0
4424,Beautiful End Unit Garage Townhouse within walking distance to VRE. Bright and spacious luxury living on 3 finished levels. Hardwood floors throughout ML. Gourmet eat in kitchen with granite stainless and center island. Lg deck off kitchen. Master bedroom with huge WI closet & ensuite bath w/ soaking tub. Enjoy the cozy fireplace in the LL w/ walkout to fully fenced private patio. 2 car garage.,0.06,1.0
4425,Gorgeous end unit built as a model home with open floor plan and high ceilings on the main level with crown molding throughout! Gourmet kitchen with designer touches including extra wet bar. Great sitting nook by the bay window. Bright and spacious master with huge walk in closets.Master bath has separate soaking tub two vanities.1 car garage! No smoking pets case by case. Available after 10/15.,0.0,0.0
4426,PRICE REDUCED...BEAUTIFUL BASEMENT GROUND LEVEL 2 BEDROOM 2 FULL BATHS CONDO WITH VIEW TO WOODS KITCHEN GOURMET STAINLESS STEEL APPLIANCES GRANITE COUNTER DOUBLE KITCHEN SINK SEPARATE DINING ROOM KITCHEN TABLE SPACE MASTER BATH PRIVATE FULL BATH WITH DOUBLE SINK. GREAT LOCATION WILL NOT LAST LONG.,0.98,1.0
4427,Look No Further!!! Beautiful 3 Level Townhome. 2 bedroom 2.5 bathrooms Living room Dining room Kitchen with breakfast nook family room w/ fire place. Wood flooring fenced backyard and concrete patio.,0.0,0.0
4428,Beautifully maintained 3 BR 1.5 BA home. Large level fenced yard. Big storage shed in back. Washer and dryer. Walking distance to the park. 5 minutes to the railroad station.,0.07,1.0
4429,Big and bright 3 bedroom 2.5 bath townhouse near shopping and businesses vacant and ready to be lived in. Brand new flooring carpeting and fresh paint through out the home. Enjoy meals in the separate dining room or through the sliding doors to the spacious backyard with shed and privacy. Nice size master bedroom with full bath. Two parking spots. NO PETS OR SMOKING ALLOWED.,0.08,1.0
4430,,,
4431,,,
4432,,,
4433,"Location, space, service and style can all be yours at The Elms at Signal Hill Station. You will love everything you find at these brand new apartments in Manassas. Just steps from the Manassas Park VRE station, The Elms at Signal Hill Station is perfectly located. Not only will you enjoy easy commutes, you will also be minutes from shopping, dining and outdoor recreation. Best of all, you will have the apartment home that is right for you. We provide exceptional customer service, beautifully spacious apartments and amazing amenities including a yoga room with Fitness on Demand, a cyber cafe, a resort-style pool, a tot lot and more. Live at The Elms at Signal Hill and discover why Legend Management Group is one of the nations most distinguished property management companies.",0.01,1.0
4434,"TGM Sudley Crossing Apartments feature premiere 1 and 2 bedroom apartments with gourmet eat-in kitchens, breakfast rooms and bars, and equipped with washers and dryers in every home. Enjoy the community's Olympic-size swimming pool, resident lounge and cyber-cafe, 24-hour athletic club with key fob access, childrens pool and outdoor spa, tennis courts, and daily complimentary coffee and cookies. Best of all, experience the quality resident services provided by TGM Communities. In addition, your pets are welcome here! The immediate neighborhood features popular retail, shopping and entertainment centers including The Manassas Mall with Macys, JC Penney, Sears, and WalMart and down the street is Bull Run Plaza with Dicks Sporting Goods, Shopper's Food Warehouse, Sweet Frog, and many others. Best Buy, Lowe's, and Costco are nearby as well. Enjoy great dining, events, and attractions in Old Town Manassas. Experience better living at TGM Communities - welcome to TGM Sudley Crossing!",0.04,1.0
4435,"Amberton Apartments offers the apartments in Manassas you've been looking for and didn't expect to find. These luxury apartments in Virginia are perfectly situated, just a mile off I-66 and within minutes of shopping, dining and entertainment, including Sudley Manor Square Shopping Center, Manassas Mall and some of the most beautiful golf courses, parks and historic sites in the state. For even more, head into nearby Arlington, VA or Washington, DC for a seemingly unlimited array of nightlife, shopping and cultural landmarks. The Manassas apartments for rent at Amberton make getting around easier than ever. With its natural beauty and convenience to one of the most important metropolitan areas in the world, Manassas is a great place to live. Make the most of this extraordinary town by moving to Amberton. Please call for an appointment today.",0.01,1.0
4436,"You know how you like to live. Comfortable. In style. Surrounded by amenities and close to work and play. At The Point at Bull Run, you'll find an apartment with it all, from numerous ways to unwind to a location that's close to every place you want to be. Walk out your door and meander across the wooded, park-like community for a dip in the Jr. Olympic-sized pool or a game on the community tennis court. Or, unwind in your comfortable home with beautiful, contemporary stylings. Then, when you're ready to head out to the greater Manassas area, you'll love being within walking distance from shopping, dining and just minutes from I-66. Please call for an appointment today.",0.0,0.0
4437,"Welcome home to The Point at Manassas, where quality and comfort await you! Come home to the quiet relaxation of our 5 versatile floor plans ranging from 821 sq. ft. up to 1334 sq. ft. Private and luxurious, this is a haven with numerous amenities including a sparkling pool, 24-hour fitness center, business center with internet access, media room, indoor playroom, outdoor playground, on-site car care area, and controlled access buildings. The Point at Manassas is part of a planned community located close to schools, shopping and so much more! Minutes from I-66, Virginia Railway Express, Metro bus, and local Omnilink bus service, the possibilities for fun are limitless.",0.0,0.0
4438,"If happiness starts at home, there's a lot at home to be happy about. You're going to have to get used to getting more from your new apartment home in Manassas Virginia, at Arcadia Run. With nine foot ceilings, extended windows, walk-in closets*, and expansive kitchens with granite counters and designer cabinets, these apartment homes offer more features and finishes than you'd ever expect this close to everything. Located on Wellington Road in Manassas VA, convenient to DC and surrounded by shopping, activities, history, and loads of exceptional features and finishes far above the usual you're just going to have to get used to getting more at the apartments at Arcadia Run, in beautiful Manassas Virginia!",0.02,1.0
4439,"Lease your Apartment in Manassas, VA at Rosemary Ridge. Quaint charm, city convenience. Come to where the real Virginia begins, and you'll understand why Manassas has become the new alternative to the hectic pace of today's suburban living. The lovely garden-style apartment homes of Rosemary Ridge are designed for people who value quiet time, family outings and, above all, living well. Truly, life in Manassas is far from ordinary. Yet living here means you're just as connected to the D.C. area as any suburbanite. From the historic Manassas Train Depot, the signature icon of Old Town, you can connect with the city and the world via a full schedule of daily Amtrak and Virginia Railway Express commuter trains. With so much to do in the area, you'll be glad to be in the middle of it all ? in your great apartment home at Rosemary Ridge.",0.01,1.0
4440,"Discover The Courts At Historic Manassas! Located in the heart of historic Manassas, the past is present everywhere. Charming buildings dating from the late 1800's to the turn of the 20th Century line the quiet streets. The Courts at Historic Manassas is a new rental community, a private enclave, built in the revitalized historic area of Manassas and offers all the convenience, comforts, and amenities of a quaint hometown. At the Courts, you can select your future home from a variety of floor plans, some featuring sunrooms, and dens. The Courts also offer all the luxury details you expect in your new home from modern kitchens and baths with granite countertops, washer and dryer, and garage parking. Plus, the Courts is just steps away from the Railroad Depot, built in 1914. You can stroll to nearby shops, galleries, and restaurants. Walk to the theater and see a play, or just enjoy the fresh air and relaxation that surrounds.",0.0,0.0
4441,"Battery Heights is a community infused with the charm of historic Old Town Manassas and enhanced by an abundance of shops, restaurants and an 11 acre City Park, all within walking distance. Choose from three thoughtfully designed and spacious floor plans. The Virginia Railway Express is only 6 blocks away! Battery Heights is sure to have something for you!",0.0,0.0
4442,"Westgate offers a variety of apartments & townhomes to meet your long or short-term housing needs. Newly Renovated apartments & townhomes available Spring 2018 offering updated kitchens with new cabinets, counters and stainless steel appliances (including dishwasher, over-the-range microwaves and washer/dryers.) Upgraded lighting, flooring and bathrooms compliment the renovations which bring a modern look and function to the homes. Designed for the resident on the go, Westgate Apartments and Townhomes features a pristine park-like setting on 33 acres. You'll love coming home to Westgate, a community that compliments every style and satisfies every budget. Located in the heart of Manassas, our metropolitan convenience, first-class service and appealing value make Westgate the place to call home. We offer comfortable apartments and townhomes in a community close to shopping, restaurants and commuter services. Management Services Corporations, Charlottesville, VA. Owner/Broker",0.01,1.0
4443,"Located in the heart of the historic Bull Run area of Northern Virginia, Ravens Crest Apartments is situated to take full advantage of the conveniences of Manassas. I-66, the VRE, and the Metro are just minutes away. You will instantly see that we have gone to great lengths to create attractive, distinctive environments, both indoors and out. You will appreciate the fine details of this luxury apartment community professionally managed by LCOR since 1988.",0.03,1.0
4444,"Barrington Park offers beautiful luxury apartments and town homes in the heart of Manassas. Enjoy modern fixtures and sophisticated finishes, beautifully manicured grounds, and tot lot. This community features large floor plans, some offering attached or detached garages, all offering expertly designed floor plans for maximum comfort. Located minutes away from several major highways, enjoy both quality and convenience.",0.0,0.0
4445,"At Colonial Village, you'll find a Virginia apartment that is designed for those who seek a quality home that meets and exceeds their expectations. Our Community has everything that you want in a new home: carefully selected amenities for your enjoyment, a location in the desirable Historic Manassas District, and modern features that are centered on comfort and style.",0.0,0.0
4446,"BRAND NEW RENOVATIONS! Welcome to Soldiers Ridge Apartments - the areas most desirable community. Our dedication to comfortable, high quality living is expressed in the unique design of our spacious two bedroom apartment homes. Each unit has a fully equipped gourmet kitchen with a breakfast bar, wall-to-wall carpeting, and a full size washer/dryer. Imagine yourself in a beautiful new home, where comfort and convenience surround you. Picture yourself working out at the fitness center, relaxing in front of the clubhouse fireplace, or taking a dip in our sparkling swimming pool. No matter how many apartments you visit, we???re confident you will be impressed with Soldiers Ridge. We want you to do more than just visit. At Soldiers Ridge we want you to come back and make yourself at home. Please call for an appointment today.",0.02,1.0
4447,"Embrace the comforts of home at Woodburn Apartments. We offer the finest luxury living in Manassas! Each two and three bedroom home offers its resident a full size washer and dryer, plush wall-to-wall carpet, two full bathrooms, roomy closets, private entrances and much more. Spend your free time in the sparkling swimming pool or get in a workout in our fitness center. Not only will you love our incredible amenities, but you will also love our wonderful location. Woodburn Apartments is within walking distance to Barron Park and a short drive to various shopping centers, including Promenade at Manassas, Sudley Manor Square Shopping Center and Westgate Plaza. Our friendly and professional management team look forward to serving you, so come experience the good life at Woodburn Apartments...because you're worth it. Call today to find out about our great specials that we are currently offering!",0.0,0.0
4448,"Coverstone Apartments homes offer garden style living at an affordable price. We are conveniently located just minutes from Route 66, schools, medical facilities, shopping and restaurants. Our community has two play areas, basketball courts, and swimming pool. Our spacious apartments are equipped with individually controlled heat/AC and modern appliances. Stop by and visit us today! Manassass Virginia is enriched by the history of the Civil War that surrounds it. Historic battlefields and museums provide an endless array of entertainment. Today Prince William is the fastest growing county in Virginia.",0.01,1.0
4449,"Located in beautiful Manassas, just minutes from I-66 and convenient to Washington D.C., the spacious apartment homes of Masons Keepe offer exceptional amenities.",0.0,0.0
4450,"Wellington Place at Olde Town offers remarkable amenities and stylish apartments in Manassas. We offer studios, one and two bedroom apartments, and two bedroom townhouses. Each apartment has a washer/dryer for your convenience. Select apartment homes feature energy-saving appliances, vaulted ceilings, fireplaces, and balconies or patios with extra storage. Our residents enjoy access to our fitness center with racquetball court, business center, car wash station, and Olympic-sized swimming pool. Nestled near I-66 and the Virginia Railway Express, Wellington Place at Olde Town provides access to dining, shopping, and premier work centers. Enjoy close proximity to the historic district of Manassas featuring quaint antique shops and novelty stores. A short drive will take you to the Nissan Pavilion, the Racetrack, and the Prince William Fairgrounds. With the best of Northern Virginia at your doorstep, come home to Wellington Place at Olde Town and experience better apartment living.",0.0,0.0
4451,"Sensible, Smart, Affordable! Newly remodeled and upgraded for you lifestyle, Brentwood offers all the amenities and modern conveniences you expect in a new home. Our Spacious one, two and three bedroom floorplans feature fully equipped kitchens, extra storage and separate dining areas, which make for easy organization and plenty of space. The community offers a wealth of amenities such as a relaxing swimming pool, beautiful lake views and scenic jogging trails. Historic Old Town Manassas is just minutes away, with charming cafes, eclectic eateries and an array of unique shops and specialty vendors. Brimming with history, Old Town hosts several museums and historical attractions that make the area so unique. Everything you could possibly need is right at your doorstep. Come live the life you deserve at Brentwood.",0.0,0.0
4452,"Smile and enjoy because Orchard Glen Apartments is defining a relaxed and quiet community to live at.
Ample Shopping, dining and entertainment are found within a minute of your Orchard Glen apartment. Living in Orchard Glen Apartments is sure to provide all the quality time you need.
All the benefits of apartment living let you live for fun. We invite you to explore Manassas apartment living by finding your new home here at Orchard Glen Apartments.
Please keep in mind that all utilities are separate (gas, water, and electric), some washing machines are coin-operated, and we have minimum income requirements based on the type of apartment.
Security Deposit starts at $800.00 and can go up based on credit history, rental verification, and employment verification. The average Security Deposit is as much as/above one month's rent, please expect that amount.
We have a minimum income requirement (no maximum) based on the type of apartment you choose.
Please feel free to call or email our Leasing Office with any and all questions, our staff is more than happy to assist you and we love to be able to share as much information as possible!",0.0,0.0
4453,"Welcome to Maplewood Park Apartments, where you can choose from a number of innovatively designed apartment homes. Surrounded by luxurious spaces, sunlight, and wonderful views, you'll find unlimited possibilities to reflect your lifestyle. Discover the many ways to make Maplewood Park Apartments your home.",0.0,0.0
4454,"Manassas's Best Kept Secret... Large and Luxurious Apartment Homes at economical rental rates. At Barrington Apartments, we strive for quality service and a sense of community. Our residents are our #1 priority.",0.0,0.0
4455,"Two bed, one bath a block from the VRE, Baldwin Elementary, Osborn High, and historic Old Town.
Top level unit with lots of light and a nice layout. One months rent plus security deposit to move in (equal to one months rent). Rent includes utilities but is priced for single occupant. One off-street parking spot is available. No laundry on site. Please call, showings by appointment only.",0.02,1.0
4456,Beautiful end unit townhome in Manassas! 3 bedrooms and 2 1/2 bathrooms which includes second master bedroom suite on third level. Owners put in deck for outdoor dining and/or entertainment. Pool and tennis court in community. Close to retail shops and restaurants. Rent is $1900 per month with minimum one year lease.,0.0,0.0
4457,"Looking for roommate/tenant for a spare room in a 3 bedroom townhouse located in Manassas Virginia. I am a 30 year old High School teacher looking for a non-smoking, responsible roommate (male or female) in their 20s/30s (though other ages will be considered) for spare bedroom in my townhouse. Rent is $650 a month, though I will entertain other offers. This does not include utilities (gas, electricity, internet, etc.) but I am willing to negotiate a flat-fee that includes all of those things if you'd find that preferable. You can either request your initial deposit back at the end of your lease, or you can contribute it to first month's rent.
The townhouse includes a furnished living room with a large flat-screen TV, fully-furnished dining room, kitchen with many appliances, an office/storage room, and fenced in backyard?all shared-use spaces (please see attached pictures). There are two parking spaces associated with the home, one of which would be for my new roommate. There are also ?visitor parking spaces? nearby for guests.
The spare bedroom is 12 ft x 9 ft; currently dark blue but ok if tenant paints to his or her liking. There is an average-sized closet attached. Bathroom for tenant across hallway; I won?t use it, and guests will only occasionally. (See attached)
Must be comfortable with dogs: 2 very playful dogs ? 5 year old Boston terrier and 2 year old mixed breed?located in the household. These dogs are super friendly once they get used to you, and very quickly start to consider roommates as part of their ""pack."" 
The Townhouse is located in a convenient area -- 5 minute drive to 66 as well as minutes to local shopping areas (Giant, Starbucks, Best Buy, Barnes and Noble, Petsmart, Manassas Mall, etc.). 25 minutes to closest metro (Vienna).
Please email (danielkgeroe@gmail.com) or call (757-373-5969) with any questions or interest in viewing the house and the available room.",0.0,1.0
4458,Beautiful End Unit Townhome style condo in the City of Manassas is move in ready. Features include a 2 story Great Room w/ Fireplace Open Kitchen Dining Room 2 Master Suites - each with private bath and a Bonus Loft off the 2nd level master. 1 Car Attached Garage - Private walkway/entrance. Within easy access to 3 VRE stations shopping dining and much more. Available immediately.,0.02,1.0
4459,CUTE AS A BUTTON...NEW HVAC SYSTEM WITH WARM NATURAL GAS HEAT AND CENTRAL A/C...NEW INSULATED WINDOWS...REFINISHED WOOD FLOORS IN THE LARGE FAMILY ROOM...NEW VINYL AND TILE SURROUND TUB IN BATHROOM ALONG WITH NEW BATH FIXTURES...WASHER AND DRYER HOOKUPS...SMALL YARD WITH SHED AND PATIO IN THE BACK...WALKING DISTANCE TO OLD TOWN MANASSAS.,1.1,1.0
4460,Beautiful TH in Point of Woods conveniently located to everything! 4 large bedrooms & 3FULL bathrooms! Lots of natural light w/views of community garden & gazebo. Basement W/O to brick patio w/extra storage! Dining opens to large deck ready for furniture! Huge laundry room w/full-size W&D. Sought after community w/TONS of amenities! Sorry no pets. Occupancy 2 weeks from app approval.,0.05,1.0
4461,Beautifully maintained home inside and out! Cul de sac location! Gourmet Kitchen has stainless appliances and granite countertops. Finished basement with media room. W/O basement w/media & large guest suite and full bathroom. 2 Story foyer. Large Master suite w/sitting area. Enjoy wooded views from the large multi-tiered deck. 2-sided gas FP between fam rm & living rm. Minutes to VRE Station.,0.03,1.0
4462,Wooded Oasis Within Minutes To Shopping VRE Downtown Manassas 2 Acres Roof Siding Septic Appliances all are under 5 yrs old. Granite Tops/SS appliances. In Law suite in Basement with 2nd Kitchen and more rooms. Updated Baths. Huge yard and plenty of parking for Boat/RVWill Rent also Inquire For More details!!!,0.06,1.0
4463,This home has it all!!Beautiful hardwoods granite SS appliances eat in kitchen separate living room and dining room spacious deck overlooking trees and fenced in back yard. Master suite with large walk in closet. Master bath with double sinks and soaking tub. Spacious bedrooms upstairs laundry fully finished basement with Rec Room bar area bedroom (not to code) and full bath. Cul-de-sac!,0.02,1.0
4464,Welcome Home! 4 bedroom 2.5 bath home sitting on 1.92 acres in country setting surrounded by trees! Spacious floor-plan with warm hardwoods gourmet kitchen wood burning fireplace in FR w/ exit to back deck and side loading 2 car garage. Large deck/yard great for entertaining! Unfinished basement great for storage. Close to restaurants shopping and more! Pictures from previous listing.,0.02,1.0
4465,Welcome Home! Stunning HUGE SFH in Beautiful Sumner Lake. 5 Bedroom 4.5 bath 2 kitchens on 3 levels w/ side loading 2 car garage. Shining HW Floors on main level. Gourmet kitchen w/ granite SS App. kitchen table space. Large 2 story family room w/ lots of light! Master BR w/ sitting room tray ceilings w/ luxury master bath & porch. Large basement w/ 5th bedroom (5th BR NTC) rec room. Lake view!,0.1,1.0
4466,3 Bedroom 3.5 Bath Townhouse with finished and walkout level basement. Granite counters large family room Master Bedroom with en-suite bath and finished lower level. Stainless steel applicances fireplace.,0.0,0.0
4467,Spacious and Bright ! Watch the Sunrise through the Living Room windows and Sunset through the kitchen Bay window Home has been recently updated w/ceramic tiles in bathrooms Big Rec rm Walk-Out Basement Large Deck w/ stairs washed and re-stained Newer HVAC Newer windows Serene backyard facing trees 2 Assigned parking spaces Has 1885 sq. ft. Verizon FIOS. Call to schedule before showing,0.03,1.0
4468,Fresh paint; clean wall-to-wall carpeting. Large eat-in kitchen big sunny living room large lower-level rec room with wood burning fireplace. Plus walk out to private backyard. Very convenient to all shopping and major transportation routes. All funds must be certified and security deposit to Victor Stone. All other rental funds are certified to ReMax Premier. 50 processing fee made to ReMax.,0.03,1.0
4469,Well kept townhome excellent condition. Fresh paint Large bedrooms and with open floor plan. Mint to multiple shopping centers RT 66 and public transportation. Maintenance free exterior wrapped wood trim soffit fascia & windows. Newly replaced french doors kitchen window and fencing. Beautiful large brick patio. Must see..,0.02,1.0
4470,COME SEE THIS CLEAN 3 LEVEL TH. NEW CARPETING THROUGHOUT. MASTER BEDROOM HAS A CEILING FAN AND WALK IN CLOSET. FULL SIZE WASHER & DRYER. NICE FENCED BACK YARD OPENS TO TOT LOT. PARTIALLY FINISHED LOWER LEVEL. NEWER SHED FOR EXTRA STORAGE. WALK TO BEN LOMOND PARK & SPLASH DOWN. 2 ASSIGNED PARKING SPACES #107. CONVENIENT TO I66 SHOPPING AND DINING. NO PETS NO SMOKING.,0.89,1.0
4471,WONDERFUL Home in Cul-De-Sac Setting LARGEST Model & Lot in Community OVER 4 700 Finished Sq Ft GORGEOUS Eat-in Kitchen w/Marble Tile Granite & Stainless Two-Story Family Room w/FPL LARGE Main Level Study SPACIOUS Master Suite Walk-out Bsmt w/Rec Room Den Bedroom & Full Bath NICE Trex Deck w/Stairs to HUGE Fenced Rear Yard Irrigation System Minutes to Shopping & Restaurants!,0.15,1.0
4472,Very large townhouse with a modern floor plan. Freshly painted and move-in ready. Carpet ceramic tile granite counters 2 years old washer and dryer lights locks. Vaulted master with double vanity. Big deck with great view. Beautiful light through double sliding glass doors to the country kitchen as well as family room on a walk-in level.For questions please call the landlord directly.,0.0,0.0
4473,GORGEOUS! BAMBOO FLOORS THRUOUT! GREAT RM SIZES! LARGE EAT-IN KITCHEN W/CER TILE FLR GRANITE COUNTERS SS REF PANTRY FR W/GAS FIREPLACE-SLATE-WOOD-MANTLE. LARGE LR. MASTER HAS DOUBLE DR ENTRY VAULTED CEILING WALK-IN CLOSET (11x6) LUX BATH W/SOAKING TUB SEP SHOWER DOUBLE VANITY LAUNDRY RM W/CER TILE-W/D CONVEY 2 OTHER BEDROOMS AND FULL BA ON 2ND LEVEL. COMMNI. POOL AND MORE..,1.05,1.0
4474,Cozy & conveniently situated 2 BR end unit condo. 2 levels of living space consist of spacious & lively painted rooms Enjoy.the outdoors from the comfort of the secluded balcony. Various amenities & conveniences are within the community. Quick access to VRE and local bus service. Electricity is only utility service tenant is responsible for. One assigned parking space visitor parking spaces.,0.03,1.0
4475,Immaculate Condo unit! Spacious private balcony for relaxing outdoors or enjoy the afternoon poolside! Commuters Dream Location and convenient to shopping - 2 miles to I66 and 4 miles to 29. All new in 2017: floors plugs & receptacles paint HVAC crown molding chair rail and shadow box wall trim.The bedroom is large with good sized closets.,0.02,1.0
4476,NEW CARPET PAINT FIXTURES! LOVELY! BEAUTIFUL OPEN END UNIT WITH PATIO! ONE LEVEL LIVING! GREAT COMMUTER ROUTES!! JUST MINUTES TO VRE SHOPPING DINING ENTERTAINMENT AND OLD TOWN MANASSAS EZ ACCESS TO COMMUTER ROUTES AMPLE PARKING TENNIS COURTS SWIMMING POOL PARK CLUB HOUSE BEAUTIFULLY MAINTAINED COMMUNITY BACKS TO PRIVACY! BEST KEPT SECRET IN ALL OF MANASSAS! DON T LET THIS ONE GET AWAY,0.98,1.0
4477,END UNIT 3 BR 2.5 BA TH apprx 1300SF. Lg fenced in backyard w/ patio lg front yard on 2 sides of home. Very secluded & private lot yet close to community pool! T/H has been completely redone. NEW WINDOWS NEW KITCHEN NEW PAINT NEW CARPET! COMPLETE kitchen remodel incl cabinets granite countertops ss appliances! Gas cooking! Walk to pool and elementary school close to shopping,0.23,1.0
4478,Ready to Move In!!! Main Floor unit with 2 Bed & 2 Bathrooms. Home Upgrades includes: New Paint New Carpet New Bathrooms New Windows New HVAC New Washer/dryer and much more. Separate Dinning Room and Built in Book Case. Private Ground Floor backing to Common Area. Ample of Parking & CLOSE TO Amtrak VRE Prince William Parkway Shopping & Schools. Call LA for questions and showings.,0.08,1.0
4479,Minutes to Fairfax County! Charming colonial on 1 acre wooded lot at end of a cul de sac. DEN/BR #4 IN UPPR LEVEL Features include: hardwood floors granite counters 42 cabs stainless steel app wood burning fireplace mstr bdrm w/sitting rm huge mstr walk in closet or bonus rm mstr bath w/sep shower & jetted tub.Conveniently located near: VRE PW Pkwy 28 shops restaurants & the list goes on!,0.1,1.0
4480,NVAR rental application with 6 attachments.2 lvl end unit. Top level has 3 bedrooms and 2 full bath rooms. Main level has living room 1 NTC room half bathroom spacious dining room kitchen which opens to deck and fenced yard new carpet new paint. Available immediately. Walk to bus stop.,0.04,1.0
4481,Wow! This home is sure to please! Beautiful brick front home on a quiet cul de sac. Over 3000 sq.ft. Home features 4 bdrs 2.5 baths & a 2 car garage. Bathrooms and kitchen have been renovated. Family room has a cozy fireplace & access to a flat yard w/ a gazebo large deck & storage shed. 40.00 App fee/adult. & 2900. deposit due with nvar application Come & see this one!,0.0,0.0
4482,6 bed rooms / 2 level house in rent on Manassas- we want to give on rent our 2 level single home with 6 bed rooms 2 kitchen 2 store rooms 1 sun room living room 3 full bath - own 4 car parking drive way and enough street parking space great back yard in 2 level Great single family home in great location in Loudoun ave Manassas VA 20109 - we are looking for a great family or friends.,0.01,1.0
4483,BRIGHT AND SPACIOUS END UNIT TOWNHOUSE. READY TO MOVE IN. Open floor plan. Hardwood Floors New Carpet Upper Level. New engineered wood floor in the Basement Bay Window and Gas Heat. Crown molding in many rooms. Larger fenced rear yard with storage shed. Plenty of Parking.,0.22,1.0
4484,Beautiful luxury Colonial. Beautiful private lot backing to woods. Formal & informal living spaces. Large Windows 2 MBR suites. Main lvl MBR w\sitting area. Luxury baths. Sunny eat-in kit w\granite loads of storage & counter space opens to FR w\stunning stone fireplace. Private office\library. Many builder upgrades. Wonderful brick patio w\gazebo. Convenient location VRE\Amtrak about 2 miles.,0.07,1.0
4485,OPEN HOUSE SAT Oct 7 - 3 pm - 5 pm - Spacious three level townhome in Point of Woods subdivision- Manassas City. All three levels are finished with 3 Bedroom & 3.5 baths. Basement finished with additional two rooms. Sought after neighborhood with good schools accessible to all shops and malls. All appliance including washer and dryer are provided. Two reserved parking spaces allocated. No pets,0.04,1.0
4486,Beautiful single family in Blooms Mill Subdivision! Over 4000 finished sq ft freshly repainted! Modern open layout. Stunning double lvl foyer for grand entrance. Roomy living room updated kitchen sunroom! 1st fl office can become additional bedroom. LL: Wet bar spacious rec rm den full BA new carpet. Large master. 80-gal water heater! 2 car GAR and flat lot!,0.05,1.0
4487,A PROFESSIONALLY MANAGED PROPERTY. Well-maintained townhome featuring vaulted MBR ceiling sunken LR w/fireplace separate DR with pass-thru to KT rec room large utility room for storage gas heat and enclosed rear yard. Close to schools shopping entertainment and I-66. Pool for summer fun!,0.16,1.0
4488,WORK IN PROCESS. Ground level / no stairs / ramp for handicap access. 2 bedrooms 2 baths rent includes condo fee.,0.14,1.0
4489,Corner lot on a cul-de-sac. Absolutely every bell and whistle imaginable here!! Features:gourmet kit s.s. appl granite sun-room dark H/w floors Mbr/sitting Berber top/low.Dual zone 2-story grand foyer 9 ft. ceil fancy iron rails upgraded;lights window treats recess lights CD inter sur sound Chair/Crown/Tray Sprink Sys Ceil fans Utility sink T-stairs Humidifier Sec Sys. Shoes Off!Comm. rail = 3mi,0.02,1.0
4490,affordable nice and cozy town house close to all the major roads and shopping center. Just a few minutes to 1-66 and Sudley Road.,0.0,0.0
4491,Beautifully remodeled top to bottom! Fresh paint! New kitchen features granite counter tops new stainless appliances! Remodeled bathrooms with ceramic tile! New laminate flooring throughout! Great location - across from Pr. Wm Hospital! Close to all commuter routes and Old Town Manassas!,0.0,0.0
4492,Fantastic 3 Level 3 BR 3.5 Bath TH in Paradise. 2016 ALL New Carpet & Fresh Paint Thru-out. Large Eat-in Kitchen w/ Stainless Steel Appliance Granite Counters and Ceramic Tiled Floor Pergo Floors Living Area. Deck Fence 2 Assigned Parking Wood Burning Fireplace. Great community amenities Free thru Bull Run Swim and Racquet Club. High Eff HVAC NO PETS Available 11/1/2017,0.1,1.0
4493,Great Single Family Home in the City of Manassas. 2 car garage fenced yard and plenty of storage. Just minutes from the heart of Old Town Manassas with dining shops entertainment and VRE. Ready to move in today.,0.03,1.0
