pid,ac,ascovpark,asgarpark,aslotpark,asotherpark,asstpark,bird,cable,cat,dog,elect,fish,gas,heat,na,otherfee,reptile,sewer,storage,trashrem,uncovpark,ungarpark,unlotpark,unotherpark,unstpark,water
5506,,,,,,,,,,,,,,,,,,,,,,,,,,
5507,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5508,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
5509,,,,,,,,,35.0,35.0,,,,,,,,0.0,,,,,,,,0.0
5510,,,,,,,,,,,,,,,,,,,,,,,,,,
5511,,,,,,,,,,,,,,,,,,,,,,,,,,
5512,,,,,,,,,,,,,,,,,,,,,,,,,,
5513,,,,,,,,,,,,,,,,,,,,,,,,,,
5514,,,,,,,,,,,,,,,,,,,,,,,,,,
5515,,,,,,,,,,,,,,,,,,,,,,,,,,
5516,,,,,,,,,,,,,,,,,,,,,,,,,,
5517,,,,,,,,,,,,,,,,,,,,,,,,,,
5518,,,,,,,,,40.0,40.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5519,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5520,,,175.0,,,,,,50.0,50.0,,,,,,,,,12.0,0.0,,,,,,
5521,,,,,,,,,50.0,35.0,,,,,,,,,,0.0,,,,,,
5522,0.0,,,,,,,,40.0,40.0,0.0,,,0.0,,,,0.0,,0.0,,,,,,0.0
5523,,,,,,,,,25.0,25.0,,,,,,,,,,0.0,,,,,,0.0
5524,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
5525,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5526,,,,,,,,,,25.0,,,,,,,,,,0.0,,,,,,
5527,,,,,,,,,35.0,35.0,,,,,,,,,,,25.0,,25.0,,,
5528,0.0,,,,,,,,40.0,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5529,0.0,,,,,,,,30.0,25.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5530,,,,,,,,,,,,,,,,,,,,,,,,,,
5531,,,,,,,,,,,,,,,,,,,,,,,,,,
5532,,,,,,,,,,,,,,,,,,,,,,,,,,
5533,,,,,,,,,,,,,,,,,,,,,,,,,,
5534,,,,,,,,,,,,,,,,,,,,,,,,,,
5535,,,,,,,,,,,,,,,,,,,,,,,,,,
5536,,,,,,,,,,,,,,,,,,,,,,,,,,
5537,,,,,,,,,,,,,,,,,,,,,,,,,,
5538,,,,,,,,,,,,,,,,,,,,,,,,,,
5539,,,,,,,,,,,,,,,,,,,,,,,,,,
5540,,,,,,,,,,,,,,,,,,,,,,,,,,
5541,,,,,,,,,,,,,,,,,,,,,,,,,,
5542,,,,,,,,,,,,,,,,,,,,,,,,,,
5543,,,,,,,,,,,,,,,,,,,,,,,,,,
5544,,,,,,,,,,,,,,,,,,,,,,,,,,
5545,,,,,,,,,,,,,,,,,,,,,,,,,,
5546,,,,,,,,,,,,,,,,,,,,,,,,,,
5547,,,,,,,,,,,,,,,,,,,,,,,,,,
5548,,,,,,,,,,,,,,,,,,,,,,,,,,
5549,,,,,,,,,,,,,,,,,,,,,,,,,,
5550,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,,,,,,,,,,,,,,,,,,,,,,,,,,
5552,,,,,,,,,,,,,,,,,,,,,,,,,,
5553,,,,,,,,,,,,,,,,,,,,,,,,,,
5554,,,,,,,,,,,,,,,,,,,,,,,,,,
5555,,,,,,,,,,,,,,,,,,,,,,,,,,
5556,,,,,,,,,,,,,,,,,,,,,,,,,,
5557,,,,,,,,,,,,,,,,,,,,,,,,,,
5558,,,,,,,,,,,,,,,,,,,,,,,,,,
5559,,,,,,,,,,,,,,,,,,,,,,,,,,
5560,,,,,,,,,,,,,,,,,,,,,,,,,,
5561,,,,,,,,,,,,,,,,,,,,,,,,,,
5562,,,,,,,,,,,,,,,,,,,,,,,,,,
5563,,,,,,,,,,,,,,,,,,,,,,,,,,
5564,,,,,,,,,,,,,,,,,,,,,,,,,,
5565,,,,,,,,,,,,,,,,,,,,,,,,,,
5566,,,,,,,,,,,,,,,,,,,,,,,,,,
5567,,,,,,,,,,,,,,,,,,,,,,,,,,
5568,,,,,,,,,,,,,,,,,,,,,,,,,,
5569,,,,,,,,,,,,,,,,,,,,,,,,,,
5570,,,,,,,,,,,,,,,,,,,,,,,,,,
5571,,,,,,,,,,,,,,,,,,,,,,,,,,
5572,,,,,,,,,,,,,,,,,,,,,,,,,,
5573,,,,,,,,,,,,,,,,,,,,,,,,,,
5574,,,,,,,,,,,,,,,,,,,,,,,,,,
5575,,,,,,,,,,,,,,,,,,,,,,,,,,
5576,,,,,,,,,,,,,,,,,,,,,,,,,,
5577,,,,,,,,,,,,,,,,,,,,,,,,,,
5578,,,,,,,,,,,,,,,,,,,,,,,,,,
5579,,,,,,,,,,,,,,,,,,,,,,,,,,
5580,,,,,,,,,,,,,,,,,,,,,,,,,,
5581,,,,,,,,,,,,,,,,,,,,,,,,,,
5582,,,,,,,,,,,,,,,,,,,,,,,,,,
5583,,,,,,,,,,,,,,,,,,,,,,,,,,
5584,,,,,,,,,,,,,,,,,,,,,,,,,,
5585,,,,,,,,,,,,,,,,,,,,,,,,,,
5586,,,,40.0,,35.0,,,60.0,60.0,,,,,,,,,,,,,,,,
5587,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5588,,,,,,,,,,,0.0,,0.0,,,,,,,0.0,,,,,,0.0
5589,,,,,,,,,35.0,35.0,,,,,,,,0.0,,0.0,,,,,,0.0
5590,,,,,,,,,,,,,,,,,,,,,,,,,,
5591,,,,,,,,,,,,,,,,,,,,,,,,,,
5592,,,,,,,,,,,,,,,,,,,,,,,,,,
5593,,,,,,,,,,,,,,,,,,,,,,,,,,
5594,,,,,,,,,,,,,,,,,,,,,,,,,,
5595,,,,,,,,,,,,,,,,,,,,,,,,,,
5596,,,,,,,,,,,,,,,,,,,,,,,,,,
5597,,,,,,,,,50.0,50.0,,,,,,,,,,,,150.0,,,,
5598,,,,,,,,,70.0,70.0,,,,,,,,,50.0,,,125.0,,,,
5599,,,,,,,,,,,,,,,,,,,,,,,,,,
5600,,,,,,,,,45.0,45.0,,,,,,,,,,,,,,,,
5601,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
5602,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,,,100.0,,150.0,,,,15.0,15.0,,,,,,,,,,0.0,,,,,,
5604,,,,,,,,,35.0,35.0,,,,,,,,0.0,,0.0,,150.0,,,,
5605,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,150.0,,,,
5606,0.0,,100.0,,,,,,,45.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5607,0.0,,35.0,,,,,,,25.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5608,,,,,,,,,60.0,40.0,0.0,,0.0,0.0,,,,,,,,,,,,0.0
5609,,,85.0,,,,,,,25.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5610,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,
5611,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,,,,,
5612,,,,,,,,,45.0,45.0,,,,,,,,,,0.0,,,,,,
5613,0.0,,,,,,,,45.0,45.0,,,,0.0,,,,0.0,,0.0,,,,,,0.0
5614,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
5615,,,,,,,,,65.0,50.0,,,,,,,,,,,,,,,,
5616,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
5617,,,,,,,,,25.0,25.0,,,,,,,,0.0,30.0,0.0,,,,,,
5618,,,,,,,,,30.0,30.0,,,,,,,,0.0,,0.0,,,10.0,,,0.0
5619,,,,,,,,,30.0,30.0,,,0.0,,,,,0.0,,0.0,,,,,,0.0
5620,0.0,,,,,,,,,30.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,12.0,,,0.0
5621,0.0,,,,,,,,30.0,30.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,
5622,,,,,,,,,45.0,45.0,,,,,,,,,,,,125.0,,,,
5623,,,,,,,,,50.0,50.0,,,,,,,,,,0.0,,,,,,
5624,,,,,,,,,,,,,,,,,,,,,,,,,,
5625,,,,,,,,,405.0,20.0,,,,,,,,0.0,,0.0,,,,,,0.0
5626,,,,,,,,,35.0,35.0,0.0,,0.0,,,,,,,,,,,,,
5627,,,,,,,,,35.0,35.0,,,,,,,,0.0,,,,,,,,
5628,,,,,,,,,,,,,,,,,,,,,,,,,,
5629,,,,,175.0,,,,40.0,40.0,,,0.0,,,,,,50.0,0.0,,135.0,,,,
5630,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
5631,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5632,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5633,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
5634,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
5635,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
5636,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,
5637,,,50.0,,,,,,,,0.0,,0.0,,,,,,,,,,,,,0.0
5638,,,,,,,,,30.0,30.0,,,,,,,,,,,,,,,,
5639,,,,,,,,,40.0,40.0,,,,,,,,,,0.0,,,,,,
5640,,,,,,,,,,30.0,,,0.0,0.0,,,,,,0.0,,40.0,,,,0.0
5641,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,,,,,
5642,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
5643,,,80.0,,,,,,,,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5644,,,,,,,,,50.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
5645,,,,,30.0,,,,20.0,20.0,,,0.0,0.0,,,,,,0.0,,,,,,
5646,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5647,,,,,,,,,30.0,30.0,,,,,,,,0.0,,0.0,,,,,,0.0
5648,,,,,,,,,30.0,30.0,0.0,,0.0,,,,,,,,,,,,,
5649,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5650,,,,,,,,,35.0,30.0,,,,,,,,,,,,135.0,,,,
5651,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5652,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
5653,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,,,,,
5654,0.0,60.0,,50.0,,,,,,40.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5655,,,,,,,,,,30.0,0.0,,0.0,,,,,,,0.0,,,,,,
5656,,,,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
5657,,,,,120.0,,,,40.0,40.0,,,,,,,,,40.0,0.0,,,,,,
5658,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,150.0,,,,
5659,0.0,,,,,,,,,30.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,120.0,,,0.0
5660,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,,,,,,12.0,,,0.0
5661,,,,,,,,,35.0,35.0,,,0.0,,,,,,,,,,,,,
5662,,,,,,,,,25.0,25.0,,,,,,,,0.0,,0.0,,,,,,0.0
5663,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5664,,,,,,,,,65.0,65.0,,,,,,,,,,0.0,,,,,,
5665,,,,,,,,,65.0,65.0,,,0.0,,,,,0.0,,0.0,,,,,,
5666,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
5667,,,,,,,,,45.0,45.0,,,,,,,,,,0.0,135.0,,,,,
5668,,,,,,,,,50.0,50.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5669,,,,,,,,,,50.0,,,,,,,,,,0.0,,,,,,0.0
5670,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,100.0,,,,0.0
5671,,,,,,,,,40.0,40.0,,,,,,,,,,,,,,,,
5672,,,,,,,,,40.0,40.0,,,0.0,,,,,,,0.0,50.0,,,,,
5673,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5674,,,,,,,,,30.0,30.0,,,0.0,,,,,0.0,,0.0,,,,,,0.0
5675,,,,,,,,,,20.0,,,,,,,,,,,,,,,,
5676,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,,,,,,,0.0
5677,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0
5678,,,,,,,,,,,,,,,,,,,,,,,,,,
5679,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5680,,,,,,,,,,20.0,0.0,,,,,,,,,,,,,,,
5681,,,,,,,,,,,,,,,,,,,,,,,,,,
5682,,,,,,,,,,,,,,,,,,,,,,,,,,
5683,,,,,,,,,,,,,,,,,,,,,,,,,,
5684,,,,,,,,,,,,,,,,,,,,,,,,,,
5685,,,,,,,,,,,,,,,,,,,,,,,,,,
5686,,,,,,,,,,,,,,,,,,,,,,,,,,
5687,,,,,,,,,,,,,,,,,,,,,,,,,,
5688,,,,,,,,,,,,,,,,,,,,,,,,,,
5689,,,,,,,,,,,,,,,,,,,,,,,,,,
5690,,,,,,,,,,,,,,,,,,,,,,,,,,
5691,,,,,,,,,,,,,,,,,,,,,,,,,,
5692,,,135.0,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
5693,,,135.0,,,,,,35.0,35.0,,,,,,,,,,,,,,,,
5694,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5695,,,,,,,,,30.0,30.0,,,0.0,,,,,0.0,,0.0,,,,,,0.0
5696,,,,,,,,,,,,,,,,,,,,,,,,,,
5697,,,,,,,,,,,,,,,,,,,,,,,,,,
5698,,,,,,,,,,,,,,,,,,,,,,,,,,
5699,,,,,,,,,,,,,,,,,,,,,,,,,,
5700,,,,,,,,,,,,,,,,,,,,,,,,,,
5701,,,,,,,,,,,,,,,,,,,,,,,,,,
5702,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,,,,,,,,,,,,,,,,,,,,,,,,,,
5704,,,,,,,,,,,,,,,,,,,,,,,,,,
5705,,,,,,,,,,,,,,,,,,,,,,,,,,
5706,,,,,,,,,,,,,,,,,,,,,,,,,,
5707,,,,,,,,,,,,,,,,,,,,,,,,,,
5708,,,,,,,,,,,,,,,,,,,,,,,,,,
5709,,,,,,,,,,,,,,,,,,,,,,,,,,
5710,,,,,,,,,,,,,,,,,,,,,,,,,,
5711,,,,,,,,,,,,,,,,,,,,,,,,,,
5712,,,,,,,,,,,,,,,,,,,,,,,,,,
5713,,,,,,,,,,,,,,,,,,,,,,,,,,
5714,,,,,,,,,,,,,,,,,,,,,,,,,,
5715,,,,,,,,,,,,,,,,,,,,,,,,,,
5716,,,,,,,,,,,,,,,,,,,,,,,,,,
5717,,,,,,,,,,,,,,,,,,,,,,,,,,
5718,,,,,,,,,,,,,,,,,,,,,,,,,,
5719,,,,,,,,,,,,,,,,,,,,,,,,,,
5720,,,,,,,,,,,,,,,,,,,,,,,,,,
5721,,,,,,,,,,,,,,,,,,,,,,,,,,
5722,,,,,,,,,,,,,,,,,,,,,,,,,,
5723,,,,,,,,,,,,,,,,,,,,,,,,,,
5724,,,,,,,,,,,,,,,,,,,,,,,,,,
5725,,,,,,,,,,,,,,,,,,,,,,,,,,
5726,,,,,,,,,,,,,,,,,,,,,,,,,,
5727,,,,,,,,,,,,,,,,,,,,,,,,,,
5728,,,,,,,,,,,,,,,,,,,,,,,,,,
5729,,,,,,,,,,,,,,,,,,,,,,,,,,
5730,,,,,,,,,,,,,,,,,,,,,,,,,,
5731,,,,,,,,,,,,,,,,,,,,,,,,,,
5732,,,,,,,,,,,,,,,,,,,,,,,,,,
5733,,,,,,,,,,,,,,,,,,,,,,,,,,
5734,,,,,,,,,,,,,,,,,,,,,,,,,,
5735,,,,,,,,,,,,,,,,,,,,,,,,,,
5736,,,,,,,,,,,,,,,,,,,,,,,,,,
5737,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,,,,,,,,,,,,,,,,,,,,,,,,,,
5739,,,,,,,,,,,,,,,,,,,,,,,,,,
5740,,,,,,,,,,,,,,,,,,,,,,,,,,
5741,,,,,,,,,,,,,,,,,,,,,,,,,,
5742,,,,,,,,,,,,,,,,,,,,,,,,,,
5743,,,,,,,,,,,,,,,,,,,,,,,,,,
5744,,,,,,,,,,,,,,,,,,,,,,,,,,
5745,,,,,,,,,,,,,,,,,,,,,,,,,,
5746,,,,,,,,,,,,,,,,,,,,,,,,,,
5747,,,,,,,,,,,,,,,,,,,,,,,,,,
5748,,,,,,,,,,,,,,,,,,,,,,,,,,
5749,,,,,,,,,,,,,,,,,,,,,,,,,,
5750,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,,,,,,,,,,,,,,,,,,,,,,,,,,
5752,,,,,,,,,,,,,,,,,,,,,,,,,,
5753,,,,,,,,,,,,,,,,,,,,,,,,,,
5754,,,,,,,,,,,,,,,,,,,,,,,,,,
5755,,,,,,,,,,,,,,,,,,,,,,,,,,
5756,,,,,,,,,,,,,,,,,,,,,,,,,,
5757,,,,,,,,,,,,,,,,,,,,,,,,,,
5758,,,,,,,,,,,,,,,,,,,,,,,,,,
5759,,,,,,,,,,,,,,,,,,,,,,,,,,
5760,,,,,,,,,,,,,,,,,,,,,,,,,,
5761,,,,,,,,,,,,,,,,,,,,,,,,,,
5762,,,,,,,,,,,,,,,,,,,,,,,,,,
5763,,,,,,,,,,,,,,,,,,,,,,,,,,
5764,,,,,,,,,,,,,,,,,,,,,,,,,,
5765,,,,,,,,,,,,,,,,,,,,,,,,,,
5766,,,,,,,,,,,,,,,,,,,,,,,,,,
5767,,,,,,,,,,,,,,,,,,,,,,,,,,
5768,,,,,,,,,,,,,,,,,,,,,,,,,,
5769,,,,,,,,,,,,,,,,,,,,,,,,,,
5770,,,,,,,,,,,,,,,,,,,,,,,,,,
5771,,,,,,,,,,,,,,,,,,,,,,,,,,
5772,,,,,,,,,,,,,,,,,,,,,,,,,,
5773,,,,,,,,,,,,,,,,,,,,,,,,,,
5774,,,,,,,,,,,,,,,,,,,,,,,,,,
5775,,,,,,,,,,,,,,,,,,,,,,,,,,
5776,,,,,,,,,,,,,,,,,,,,,,,,,,
5777,,,,,,,,,,,,,,,,,,,,,,,,,,
5778,,,,,,,,,,,,,,,,,,,,,,,,,,
5779,,,,,,,,,,,,,,,,,,,,,,,,,,
5780,,,,,,,,,,,,,,,,,,,,,,,,,,
5781,,,,,,,,,,,,,,,,,,,,,,,,,,
5782,,,,,,,,,,,,,,,,,,,,,,,,,,
5783,,,,,,,,,,,,,,,,,,,,,,,,,,
5784,,,,,,,,,,,,,,,,,,,,,,,,,,
5785,,,,,,,,,,,,,,,,,,,,,,,,,,
5786,,,,,,,,,,,,,,,,,,,,,,,,,,
5787,,,,,,,,,,,,,,,,,,,,,,,,,,
5788,,,,,,,,,,,,,,,,,,,,,,,,,,
5789,,,,,,,,,,,,,,,,,,,,,,,,,,
5790,,,,,,,,,,,,,,,,,,,,,,,,,,
5791,,,,,,,,,,,,,,,,,,,,,,,,,,
5792,,,,,,,,,,,,,,,,,,,,,,,,,,
5793,,,,,,,,,,,,,,,,,,,,,,,,,,
5794,,,,,,,,,,,,,,,,,,,,,,,,,,
5795,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,,,,,,,,,,,,,,,,,,,,,,,,,,
5797,,,,,,,,,,,,,,,,,,,,,,,,,,
5798,,,,,,,,,,,,,,,,,,,,,,,,,,
5799,,,,,,,,,,,,,,,,,,,,,,,,,,
5800,,,,,,,,,,,,,,,,,,,,,,,,,,
5801,,,,,,,,,,,,,,,,,,,,,,,,,,
5802,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,,,,,,,,,,,,,,,,,,,,,,,,,,
5804,,,,,,,,,,,,,,,,,,,,,,,,,,
5805,,,,,,,,,,,,,,,,,,,,,,,,,,
5806,,,,,,,,,,,,,,,,,,,,,,,,,,
5807,,,,,,,,,,,,,,,,,,,,,,,,,,
5808,,,,,,,,,,,,,,,,,,,,,,,,,,
5809,,,,,,,,,,,,,,,,,,,,,,,,,,
5810,,,,,,,,,,,,,,,,,,,,,,,,,,
5811,,,,,,,,,,,,,,,,,,,,,,,,,,
5812,,,,,,,,,,,,,,,,,,,,,,,,,,
5813,,,,,,,,,,,,,,,,,,,,,,,,,,
5814,,,,,,,,,,,,,,,,,,,,,,,,,,
5815,,,,,,,,,,,,,,,,,,,,,,,,,,
5816,,,,,,,,,,,,,,,,,,,,,,,,,,
5817,,,,,,,,,,,,,,,,,,,,,,,,,,
5818,,,,,,,,,,,,,,,,,,,,,,,,,,
5819,,,,,,,,,,,,,,,,,,,,,,,,,,
5820,,,,,,,,,35.0,35.0,,,,,,,,,,0.0,,,,,,
5821,,,,,,,,,,,,,,,,,,,,,,,,,,
5822,,,,,,,,,,,,,,,,,,,,,,,,,,
5823,,,,,,,,,,,,,,,,,,,,,,,,,,
5824,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0.0
5825,,,,,,,,,,,0.0,,0.0,0.0,,,,,,0.0,,,,,,0.0
5826,,,,,,,,,50.0,40.0,0.0,,0.0,,,,,,,,,,,,,0.0
5827,,,,,,,,,30.0,30.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5828,,,,,,,,,40.0,40.0,,,,,,,,0.0,,0.0,,,,,,0.0
5829,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5830,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5831,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0
5832,0.0,,,,,,,,30.0,20.0,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5833,,,,,,,,,,,,,,,,,,,,,,,,,,
5834,,,,,,,,,,,,,0.0,0.0,,,,0.0,,,,,,,,0.0
5835,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,
5836,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
5837,,,,,,,,,,,,,,,,,,,,,,,,,,
5838,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,0.0
5839,0.0,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5840,0.0,,,,,,,0.0,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5841,,,,,,,,,,20.0,,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5842,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5843,,,,,,,,,,,0.0,,0.0,0.0,,,,0.0,,0.0,,,,,,0.0
5844,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,0.0
5845,,,,,,,,,,,,,,,,,,,,,,,,,,
5846,,,,,,,,,,,,,,,,,,,,,,,,,,
5847,,,,,,,,,,,,,,,,,,,,,,,,,,
5848,,,,,,,,,,,,,,,,,,,,,,,,,,
5849,,,,,,,,,,,,,,,,,,,,,,,,,,
5850,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,,,,,,,,,,,,,,,,,,,,,,,,,,
5852,,,,,,,,,,,,,,,,,,,,,,,,,,
5853,,,,,,,,,,,,,,,,,,,,,,,,,,
5854,,,,,,,,,,,,,,,,,,,,,,,,,,
5855,,,,,,,,,,,,,,,,,,,,,,,,,,
5856,,,,,,,,,,,,,,,,,,,,,,,,,,
5857,,,,,,,,,,,,,,,,,,,,,,,,,,
5858,,,,,,,,,,,,,,,,,,,,,,,,,,
5859,,,,,,,,,,,,,,,,,,,,,,,,,,
5860,,,,,,,,,,,,,,,,,,,,,,,,,,
5861,,,,,,,,,,,,,,,,,,,,,,,,,,
5862,,,,,,,,,,,,,,,,,,,,,,,,,,
5863,,,,,,,,,,,,,,,,,,,,,,,,,,
5864,,,,,,,,,,,,,,,,,,,,,,,,,,
5865,,,,,,,,,,,,,,,,,,,,,,,,,,
5866,,,,,,,,,,,,,,,,,,,,,,,,,,
5867,,,,,,,,,,,,,,,,,,,,,,,,,,
5868,,,,,,,,,,,,,,,,,,,,,,,,,,
5869,,,,,,,,,,,,,,,,,,,,,,,,,,
5870,,,,,,,,,,,,,,,,,,,,,,,,,,
5871,,,,,,,,,,,,,,,,,,,,,,,,,,
5872,,,,,,,,,,,,,,,,,,,,,,,,,,
5873,,,,,,,,,,,,,,,,,,,,,,,,,,
5874,,,,,,,,,,,,,,,,,,,,,,,,,,
5875,,,,,,,,,,,,,,,,,,,,,,,,,,
5876,,,,,,,,,,,,,,,,,,,,,,,,,,
5877,,,,,,,,,,,,,,,,,,,,,,,,,,
5878,,,,,,,,,,,,,,,,,,,,,,,,,,
5879,,,,,,,,,,,,,,,,,,,,,,,,,,
5880,,,,,,,,,,,,,,,,,,,,,,,,,,
5881,,,,,,,,,,,,,,,,,,,,,,,,,,
5882,,,,,,,,,,,,,,,,,,,,,,,,,,
5883,,,,,,,,,,,,,,,,,,,,,,,,,,
5884,,,,,,,,,,,,,,,,,,,,,,,,,,
5885,,,,,,,,,,,,,,,,,,,,,,,,,,
5886,,,,,,,,,,,,,,,,,,,,,,,,,,
5887,,,,,,,,,,,,,,,,,,,,,,,,,,
5888,,,,,,,,,,,,,,,,,,,,,,,,,,
5889,,,,,,,,,,,,,,,,,,,,,,,,,,
5890,,,,,,,,,,,,,,,,,,,,,,,,,,
5891,,,,,,,,,,,,,,,,,,,,,,,,,,
5892,,,,,,,,,,,,,,,,,,,,,,,,,,
5893,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,,,,,,,,,,,,,,,,,,,,,,,,,,
5895,,,,,,,,,,,,,,,,,,,,,,,,,,
5896,,,,,,,,,,,,,,,,,,,,,,,,,,
5897,,,,,,,,,,,,,,,,,,,,,,,,,,
5898,,,,,,,,,,,,,,,,,,,,,,,,,,
5899,,,,,,,,,,,,,,,,,,,,,,,,,,
5900,,,,,,,,,,,,,,,,,,,,,,,,,,
5901,,,,,,,,,,,,,,,,,,,,,,,,,,
5902,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,,,,,,,,,,,,,,,,,,,,,,,,,,
5904,,,,,,,,,,,,,,,,,,,,,,,,,,
5905,,,,,,,,,,,,,,,,,,,,,,,,,,
5906,,,,,,,,,,,,,,,,,,,,,,,,,,
5907,,,,,,,,,,,,,,,,,,,,,,,,,,
5908,,,,,,,,,,,,,,,,,,,,,,,,,,
5909,,,,,,,,,,,,,,,,,,,,,,,,,,
5910,,,,,,,,,,,,,,,,,,,,,,,,,,
5911,,,,,,,,,,,,,,,,,,,,,,,,,,
5912,,,,,,,,,,,,,,,,,,,,,,,,,,
5913,,,,,,,,,,,,,,,,,,,,,,,,,,
5914,,,,,,,,,,,,,,,,,,,,,,,,,,
5915,,,,,,,,,,,,,,,,,,,,,,,,,,
5916,,,,,,,,,,,,,,,,,,,,,,,,,,
5917,,,,,,,,,,,,,,,,,,,,,,,,,,
5918,,,,,,,,,,,,,,,,,,,,,,,,,,
5919,,,,,,,,,,,,,,,,,,,,,,,,,,
5920,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,,,,,,,,,,,,,,,,,,,,,,,,,,
5922,,,,,,,,,,,,,,,,,,,,,,,,,,
5923,,,,,,,,,,,,,,,,,,,,,,,,,,
5924,,,,,,,,,,,,,,,,,,,,,,,,,,
5925,,,,,,,,,,,,,,,,,,,,,,,,,,
5926,,,,,,,,,,,,,,,,,,,,,,,,,,
5927,,,,,,,,,,,,,,,,,,,,,,,,,,
5928,,,,,,,,,,,,,,,,,,,,,,,,,,
